"","UBB","HIST1H1C","UBC","PFN1","CDK4","NFKBIA","HSPA8","HSP90AB1","DAXX","ACTB","GADD45G","BTG2","PCBP1","APEX1","H2AFZ","H2AFX","TRIM28","CIB1","NOP10","SOX4","UBD","CCND1","TCEB2","DDX5","HES1","POLR2I","HIST1H1B","STOML2","PSMB6","SOX9","COPS6","RASSF7","HMGB2","CIRBP","YBX1","C9orf142","CALM3","POLR2L","SRSF6","CETN2","RAD23A","POLR2K","ZNHIT1","GADD45A","POLE3","UBA1","VCP","UBE2C","POLD4","NHP2","SOD1","CDKN1A","PUF60","TREX1","STRA13","GPS1","MDM2","HNRNPU","POLR2G","MVP","CCNO","KPNA2","RBM38","SNAI2","POLD2","TINF2","POLR2J","IDH1","THAP7","PPP4C","UBE2NL","POLR2H","CHRAC1","ASNA1","MRPL40","ZWINT","PER1","NDNL2","CDKN2A","BCL3","HRAS","TADA3","KAT2A","NPM1","RNF113A","POLR2E","YWHAE","NCAPD3","COPS7A","GATAD1","RRM2","PCNA","SUMO3","NONO","OTUB1","YWHAB","RNASEH2C","PTBP1","CCND2","ARPC4"
"SOD1",0.513418453832902,0.337317945633147,0.253542256234859,0.279504748204146,0.0588363834279183,0.0295277815557882,0.0933112233425119,0.168528219686495,0.0508659898436215,0.038891694313259,0.337268151470469,0.0943136168032967,0.0650839278317066,0.100750218416908,0.195181824763368,0.11963740199604,0.0457077545606471,0.428321938099212,0.456756449771869,-0.205321374672868,-0.055770529192326,-0.0824468213518858,0.560816624048509,0.0517916822043656,0.188062753582645,0.444720103368334,-0.0320739397343015,0.256627013425918,0.565648623987523,0.124214828134059,0.475305848732575,0.318606318810206,-0.0415226171066507,0.391598980427322,0.062629920706892,0.506724585532664,0.290082525480743,0.562256470823693,0.143069502302924,0.358291750219118,0.265718745924141,0.230538298693171,0.510145553403402,-0.0121145890061783,0.099262228406861,0.0944366953267495,0.148697859228095,-0.0300726723515613,0.448674864331168,0.472724206453073,1,0.0106184666145053,0.16704456044765,0.522673152433079,0.53967434790153,0.470669162029327,0.0221105484302965,-0.118917138175708,0.464458766533014,-0.0715856680890562,0.0934672760344594,-0.0830324407139655,-0.0606387152999339,-0.152155645348941,0.434363675024149,0.19670183232893,0.466114645069831,0.269872632333684,0.456968581608884,0.246396474411886,0.153442054776813,0.276586355946238,-0.0471878254334657,0.25187527533593,0.551545636378968,-0.15772380509682,0.084848479146371,0.293329964275139,0.0507013933578945,-0.0176764207927039,0.398021657060116,0.449137462313905,0.138853060433172,0.349015221341195,0.444126585874285,0.443568422202406,0.393751618021096,0.0950320673429947,0.303543226892086,0.0441715329600112,-0.161242639536057,0.0072425101547323,0.254701576427054,0.131147946901807,0.239987075551295,-0.049406586563082,0.581701555269167,-0.152521405909627,-0.0872097098288563,0.481691644393042
"CDKN1A",0.123707198679725,-0.020006162083043,0.400797134168357,-0.00862813526585136,-0.0165280576324301,0.0983558246108786,0.0925557107588249,-0.0487450524309114,0.162850048368396,0.343520419027857,0.162650273180112,0.246268059686509,0.0362991276021683,-0.198641733018532,0.0620006409431937,-0.183295992010144,-0.124567777228351,0.188321209777479,0.0867292261267455,-0.119332928946457,0.0428763660046281,0.0500978319919442,-0.0592466475171243,0.209406431959792,0.0189305605712525,-0.13473431539645,-0.0374988081750698,-0.0381538735724995,0.136856647740786,0.0793069422800912,-0.0226926868854645,-0.11969378894587,-0.119828484690598,0.058748116564642,-0.151089084827996,-0.01911480058884,0.0406477568782702,-0.0148691560114255,-0.0898594831865987,0.0111489369992531,-0.110961364379913,-0.142128729253149,-0.0440202574011209,0.349491000508918,-0.00934042906791321,-0.171620478594705,0.138014039857135,-0.197030197613747,0.14713206251836,-0.15874132820512,0.0106184666145053,1,-0.147925152734186,-0.0708657730334093,-0.0181224066314831,-0.114287577607741,0.0611599091181308,-0.0284774655882868,0.0412308854895772,0.190850531826887,-0.0525995983205771,-0.100729206745959,-0.230942382491315,0.28440467107435,-0.0289205963991885,0.234067573522056,-0.12172760474107,0.00173741992303279,0.0254330842027706,-0.0428247861660423,0.0947013097727679,-0.103303411049087,-0.208330567264066,-0.0684106547323796,0.0251644999727745,-0.0688053491437615,0.257516833631749,-0.0334959500057004,-0.207022419113685,0.113162497759289,0.256376170180516,-0.0566379245536095,-0.101576981738774,-0.0581523473020097,4.22832139314055e-05,0.0941740368703238,0.0359828789405463,0.023066971533892,0.160389312971753,0.0124078758041699,0.0469724355023581,0.0267495713160954,0.000566846595434948,-0.249006132099916,-0.167342389497021,0.0496918392099828,-0.052474567837992,-0.0475606909864886,0.0419228707727216,0.233771542009986
"PUF60",0.103892110429025,0.0621271360116659,0.00593688774751448,0.431675660702014,0.0570901278620005,0.000100417713120675,0.109762012642743,0.103544178644373,0.0269664189594262,0.153915651068567,0.00119540827047355,-0.114886786088937,0.149966484796963,0.403830679716889,0.122300867085889,0.486940090782206,0.259641938130529,-0.012368128586008,0.314132573746372,0.0265551818529109,-0.0773741510769309,-0.0852386629522391,0.435294454325838,-0.342420446107198,-0.0659470077530589,0.430438224574507,-0.00236839101580321,0.277623465387397,0.150683094304484,0.0145404526470257,0.291440651500132,0.181015747661508,0.0797328171812716,-0.154848409309944,0.400851386715581,0.251841018085496,0.129141774622906,0.351731064410486,-0.117222605574344,0.306078858162528,0.322254250278884,0.47136119189847,0.402455520900971,0.0723076593610674,0.19457596858867,0.346887657558047,-0.181488553141853,0.348357451731302,0.0505933938424904,0.504916944919242,0.16704456044765,-0.147925152734186,1,0.207142159458893,0.15689337241957,0.340441139103596,-0.0531176961021481,-0.34623936609891,0.342570620827442,-0.123783347144683,0.163450664803334,0.250625487754698,0.506192420255072,-0.0759255354707529,0.274556059166765,0.0881092022668093,0.411280002246198,-0.199711977362959,0.176036552905856,0.453129911538598,0.0305548608521831,0.275041525723632,0.601471452662155,0.393686425218012,0.262188606537146,0.0878847457713946,-0.163862284835789,0.289708052410016,0.344598003956384,0.230291457290752,0.0328654079183263,0.302830174173373,0.0424347654680204,0.106767778731759,0.160514204804358,0.179442511900756,0.197845966748905,-0.119774890812507,0.124857097484643,-0.0764922625660483,0.0237309853727683,0.1677434626288,0.298636035445775,0.168730565801011,0.59658265972657,0.186109539105487,0.286274851379,0.256050738660758,-0.0450636640247184,0.175985433352596
"TREX1",0.366589871080495,0.500974222038432,0.113290970499185,0.251806507051066,-0.00937048181261487,-0.0430488237192756,-0.0180879501199264,0.16351196150066,0.0276030855183131,-0.0765268953410523,0.537593929322904,0.188081324358496,0.0165198510496165,0.120685025274676,-0.126211201524926,0.100474592948549,0.129612083537843,0.495668840252144,0.331533214758594,-0.200743198092856,-0.0819563478522444,-0.0363083822369451,0.570664287805329,0.0497903878204338,0.293658773561043,0.383922643819949,-0.0498909680114773,0.157346377569802,0.37119596644234,0.20164582557402,0.388781137051868,0.574041560302297,-0.200057232639769,0.585030683585975,0.0372165573406037,0.640046138421011,0.292807375346651,0.544746521956841,0.34412734130626,0.17364447534716,0.317938179343665,0.104430678125503,0.469982725199015,-0.148942173903055,-0.0763139936010006,0.262306896194256,0.205853240405891,-0.0799191070873805,0.641443167411987,0.466510718582228,0.522673152433079,-0.0708657730334093,0.207142159458893,1,0.679711410816207,0.57534689344217,-0.0491986885393547,-0.158524443856409,0.236685797067548,-0.163882248658457,0.127373467670144,-0.268017262579354,0.0925323708485104,-0.224337744515966,0.502335752917608,0.236675907425226,0.433545003555596,0.334967776642889,0.528355457925036,0.163960707490688,-0.0229731857010244,0.191411512938598,0.0246454023136834,0.1637908820757,0.551025274200694,-0.300191164834249,0.109124070461052,0.217778099479559,0.157164929252753,0.102124660124783,0.439421236793309,0.744774110802839,0.210741385761118,0.23206954926928,0.385618538506284,0.479778457370719,0.232837092453015,0.330661540061244,0.203672124015757,0.0329271850681271,-0.358960624092255,-0.195730215687591,0.0456831653641052,0.184144420971753,0.348458915280136,-0.0977910967016524,0.642229747215247,0.0184385660985371,-0.128620507663415,0.406939902174244
"STRA13",0.464222498571738,0.47862442956168,0.110507086081616,0.213699719076674,0.00875953859698078,-0.0553765072208911,0.11432395367184,0.198013283873529,0.0595539127326498,-0.154391298014544,0.558725523019475,0.111057652422426,-0.0183621901174395,0.141873001122997,0.118049392839534,0.041097362817238,0.0911724997229722,0.583004893747743,0.511853983528348,-0.169654729279844,-0.0178651412942341,-0.019893633222612,0.589025155537271,0.141467041393187,0.258798669065421,0.380761856958535,-0.0297447076220244,0.292152778313665,0.559790526657132,0.054172014571578,0.413093924433143,0.50274655564589,-0.133777088022772,0.556204616200014,-0.0107093072834133,0.648751715802649,0.194057128332047,0.540196952282629,0.313199018740645,0.155676952918447,0.17079378327482,0.150756803018105,0.549321780101122,-0.163685336767902,0.0388020841757147,0.00915734096223543,0.218387497036366,-0.106218378966149,0.702020372361949,0.4286038967277,0.53967434790153,-0.0181224066314831,0.15689337241957,0.679711410816207,1,0.71080867552755,-0.0332425376145948,-0.13850736516571,0.442254818833959,-0.155669074695858,0.0435776011048273,-0.187750907882678,-0.119793140220526,-0.180102241746344,0.488576974734912,0.309723822959557,0.412173947816665,0.371861075576762,0.59614109148467,0.277962867244081,0.193801251543061,0.302917410127731,-0.0740915285349523,0.153658815671864,0.637535063780178,-0.125347367676193,0.0965534195811957,0.173780107232814,-0.0288955339084915,-0.0295723992097315,0.490615794667826,0.58840475517662,0.248470542640631,0.353432023839952,0.457134549590887,0.478161218762277,0.30369313550663,0.325693071669323,0.229387482241162,0.0305191707943528,-0.174413314609753,-0.0380615726450332,0.0726322480784768,0.133196228005257,0.252250802190718,-0.179955004429748,0.638623767760935,-0.105413140496026,-0.160181905387589,0.518628791858417
"GPS1",0.363540515127649,0.37604230444256,0.0966558869791827,0.351214463260176,0.0651287131367154,-0.0279679927778089,0.0532665163488738,0.22041407057526,0.12525931358145,-0.00742982546079914,0.370611871440634,0.0176156928511544,0.107151290099717,0.272682084545527,0.0346501885436913,0.28123321315022,0.230516406724562,0.394327458244833,0.403324493694631,-0.0448115225046103,-0.0968738680248605,-0.0318329206358804,0.5964491173012,0.00853384974073551,0.195200130615425,0.507099421820481,-0.0330024343315085,0.262094844193813,0.472345256097499,0.0922683131364598,0.472181533373048,0.467946284712332,-0.0946991189740699,0.36919176059798,0.227395766555108,0.582649472297246,0.280444786809352,0.564315478313499,0.145199636476808,0.241148991691444,0.321364512102671,0.228425678530797,0.536590236405128,-0.102750698333327,0.0327670639765235,0.265118858609016,0.074038756078067,0.0950323558192755,0.498367861130145,0.512779961150301,0.470669162029327,-0.114287577607741,0.340441139103596,0.57534689344217,0.71080867552755,1,-0.0268064931402735,-0.232454739043218,0.383345222157517,-0.121331082704803,0.0983397382016435,0.0253914106428889,0.167417346235453,-0.255724646064353,0.480380823699489,0.190129982968064,0.515515171824141,0.173328056402486,0.501954445352415,0.403309639402192,0.0928408581299003,0.261772200080044,0.0733518411719581,0.314988346544157,0.515089355816265,-0.122483347946487,0.0506089911083509,0.264658681641566,0.143987575726921,0.0924097876151647,0.362167640593274,0.590857937742698,0.234689337220605,0.207205141285645,0.385412459064596,0.500027360693727,0.320934509469567,0.177896576238749,0.233018325808221,-0.0224041829139637,-0.173437180499023,-0.0749305017899468,0.106821519814372,0.277170026565936,0.477814534366911,0.0095456349245297,0.625681239590504,0.082040712875223,-0.105706554261273,0.413474675222308
"MDM2",0.093188503558775,-0.0508524779185224,0.0588997953483094,-0.0640883865303863,0.56138756706028,-0.0111319395989248,0.0169181787224877,-0.0301007655842441,0.00665873705413283,0.0557711558252735,-0.016146074578946,-0.0136332130571654,-0.0933022767458337,-0.0620314809302331,0.0487658368532182,-0.00835551565986151,-0.0621728717968233,-0.0470847955765326,-0.0218072767678056,0.020366983701274,-0.0103282502902465,-0.0104341189209982,0.000158469242919625,0.0391414417095797,-0.0576694570457024,-0.0155498382660951,0.0154723054078163,-0.0429777333882584,0.0324954179932428,0.0741948576927335,0.0274274758791913,-0.0752343503296361,0.0847456633826109,-0.000517463011594701,-0.00897910471862433,-0.0053140600273542,0.0552957160451277,-0.0186720206365163,-0.0306999834735811,-0.00481295497526467,-0.0688622716970492,-0.0352209652422986,-0.00196788032609555,0.0840788823898209,0.00250404575397729,-0.0727372251998514,-0.0343071524626785,-0.0443229515168475,-0.0450537410169164,-0.0280148048241543,0.0221105484302965,0.0611599091181308,-0.0531176961021481,-0.0491986885393547,-0.0332425376145948,-0.0268064931402735,1,0.0121523638042843,0.0664154013981169,0.00806752035097275,-0.035960922986643,-0.00955826731135223,-0.086600502656404,-0.03853701274678,-0.0181675507419578,0.00978382994197364,-0.00167666219583402,-0.0231273456110201,-0.0297936694927094,-0.0365096556992411,-0.0171642990398101,-0.0756143319507344,-0.110105191591094,0.00971471556442209,-0.0143299398705673,-0.0297525448535655,0.0510146023316269,0.00450549280347178,-0.0203962606307036,-0.0884810287727131,0.0111447836225139,-0.036800712725408,-0.00333792797696314,-0.0535942365244514,-0.00110745581939415,0.0116105011556582,0.109124061564984,-0.0285740794416656,0.00400456672530426,0.0167805987331111,0.0221347144070296,0.0256320889829357,-0.0223588637630922,-0.0315834195871184,-0.103143405590014,-0.0167621970345498,0.00121322953016749,-0.146032835409564,0.212819099142112,0.0291332587481914
"HNRNPU",-0.200027169245272,0.0380046283915242,-0.0336860126999273,-0.333791890151961,-0.104838481159786,0.0254901426078625,-0.167066579873334,0.154488960739173,-0.12170502696043,-0.179876850949962,0.0749635931012087,0.136015580489306,-0.0248477362565967,-0.261493008636286,-0.311456972703902,-0.391402307102912,-0.134850839354944,-0.0252319828937857,-0.354042691000785,0.196529488762075,-0.0277561251509377,0.174592885554446,-0.306411318337873,0.302243239262106,0.0737466535017837,-0.341327160725404,0.0145285853725149,-0.326487073115269,-0.172166922578464,-0.00874121761927962,-0.318420498277634,-0.0533726234439471,-0.107615695337637,0.129975700530264,-0.274860973306684,-0.200557328954008,-0.203385685462782,-0.287396492946506,0.169832401183969,-0.29783381301365,-0.247971994395438,-0.309986963303836,-0.378757017209377,-0.173655031784374,-0.370846607145547,-0.165396047727654,0.182384866979914,-0.299590242418534,-0.0606526255694229,-0.351591965915467,-0.118917138175708,-0.0284774655882868,-0.34623936609891,-0.158524443856409,-0.13850736516571,-0.232454739043218,0.0121523638042843,1,-0.455159966223014,0.172297780325324,-0.0472499171647396,-0.211601615669397,-0.274875746495173,-0.0624282837929308,-0.176185840839518,-0.259658468500286,-0.374235338038562,0.147547272855581,-0.189552775306713,-0.417026757337645,-0.284618555706365,-0.293808928260057,-0.163578827959323,-0.460853533307413,-0.236008113007133,-0.103998300121371,0.139800908868855,-0.299688080496834,-0.279702910330071,-0.0742290593113236,-0.0784592729605719,-0.204121944835555,-0.0260956536528257,0.0116390322586789,-0.227435476681965,-0.145903390130578,-0.28040176719255,0.0461105080901258,-0.265463530606685,0.0124864372753415,-0.132996286509384,-0.292496140287095,-0.345124039044917,0.0344450031968858,-0.400616755287538,-0.145968899269545,-0.272159509419406,0.0893616826559014,-0.0120705656402165,-0.250708063997706
"POLR2G",0.567664990384752,0.136741022598446,0.146623012192441,0.360061300028434,0.198623964004801,0.00225212298333649,0.241335653393831,-0.102053123241588,0.12898803465536,0.193920701118342,0.118036226821464,-0.0799940253639697,-0.0560006965850655,0.232199295149566,0.436956186926416,0.332966520594727,0.0327887855314161,0.196344796944301,0.594211706878815,-0.160665491525218,0.00523865755301996,-0.128111287309227,0.566873637968128,-0.109018222578278,-0.0237399819762714,0.492650309795496,-0.00271749402815309,0.408537856706209,0.496756607809982,0.110043822968309,0.536316041202394,0.0971887382976084,0.121494622604287,0.0999358787696067,0.194484951638298,0.400674203383867,0.265019068265027,0.521844944291359,-0.0359373180006855,0.468849291377048,0.161294767956544,0.359782804866402,0.62293750143062,0.199393025605955,0.413413030180381,0.00702291326717078,-0.1280479126836,0.162682222434963,0.234036887025806,0.528115708858428,0.464458766533014,0.0412308854895772,0.342570620827442,0.236685797067548,0.442254818833959,0.383345222157517,0.0664154013981169,-0.455159966223014,1,-0.148574624206222,0.0401289116480044,0.136589087832462,0.043596623295524,-0.0552538769022203,0.315092387725283,0.374860008905832,0.530935935293171,-0.0398957132315518,0.308897531224582,0.480072318958839,0.397236998824538,0.317064000500058,0.00654295136266141,0.554718315580722,0.504769904745879,0.0332602467638109,-0.0483188966697732,0.373850788445698,0.157757539042492,-0.0578775338767682,0.26278893180083,0.29149241973512,0.0612799631227363,0.179568937662188,0.41401042395184,0.306304878131948,0.615623532999812,-0.0493521053850784,0.362533741228668,0.0262532052942568,0.0773069086651326,0.33066931149426,0.34307985195566,0.0254052426803948,0.412169161840123,0.0982935337277911,0.551452883794901,-0.263370606831782,0.0802025546949808,0.557449095589496
"MVP",-0.0494163824505417,-0.109786072412244,0.278294062968351,0.0869937541785939,-0.0736899454766051,0.166021845996713,-0.0430233201537416,-0.032793272476006,0.123669733027738,0.399546885961146,-0.0928677744616985,-0.00622601392490274,0.15001032912509,-0.140996729958835,-0.101343755054299,-0.182021902368497,-0.139272169153257,0.194960050200578,-0.0473895601368962,0.108950975278322,0.127216840410323,0.164801960487105,-0.00920331173837083,0.217759455905861,-0.0820332496551623,-0.146604594584158,0.0183317829138753,-0.159033494275232,0.0236255293991799,-0.235732738712991,-0.124566281330737,0.212447718735259,-0.114245811217131,-0.0697860446328226,-0.155466727389385,-0.00475838373453401,-0.132105339459367,0.0525779524620741,-0.13246983544535,0.0283642138564776,-0.104608942798239,-0.0865094258411914,-0.0170262175945786,0.146006955134165,-0.162505376801162,-0.0436700847142521,-0.0268981647614172,-0.138370698461888,0.164689584118844,-0.124544605772898,-0.0715856680890562,0.190850531826887,-0.123783347144683,-0.163882248658457,-0.155669074695858,-0.121331082704803,0.00806752035097275,0.172297780325324,-0.148574624206222,1,0.0546538203135878,-0.113462291278966,-0.11323691460679,-0.0573124824125258,-0.227196140859133,-0.0170823062029935,-0.145064296615458,-0.133439372986169,-0.0477283799300312,0.159018864123832,-0.261240548414941,-0.165915464828952,-0.00436592683004708,-0.155758919357656,-0.0980893520097529,-0.0730482264505447,0.232147983664336,-0.182012069435313,-0.105060681810105,0.215420376613664,-0.0943259438785462,-0.181073968109362,-0.0167792021336924,-0.0335020240554682,0.135054860180542,0.0724823005157472,-0.28526846764665,-0.189475114601099,-0.0953359653450535,0.0111895320561599,-0.0756010367372848,-0.177037473680071,0.010436562632956,-0.186486688381749,-0.104510094616796,0.0705552029174909,-0.15390458193579,0.0618894729291981,-0.142397119417579,0.207539047593705
"CCNO",0.0353157243665524,0.113444089641459,-0.0173489184878661,0.102213547495664,-0.031555280589719,-0.00609710728576437,-0.0579648988219732,0.0607860175760901,-0.0490961648776895,-0.0556914689218163,0.0131184217878875,-0.0176159344490697,0.0602735377684336,0.122295241128455,0.0495907486931729,0.170961984204044,0.0452604847932963,0.150213480114496,0.12260955774875,-0.0203813150544661,-0.0263318226765383,0.0372431274380073,0.184874932434586,-0.0221663929673619,0.0821209743642542,0.115761142912768,-0.0145526795752688,0.0946833603757976,0.0557075961386396,-0.0710100964026857,0.0677575574908621,0.221810717843683,-0.0254793763489696,2.49511056938076e-05,0.0223276577315374,0.112459431301734,-0.0121440782806969,0.219776722834475,0.0460763461976816,0.275283609141649,0.167935151368983,0.113436968704022,0.115984398410002,-0.0652295745602574,-0.0159036792705209,0.159011465718066,-0.028989172217715,0.126310789554494,0.0409344755801155,0.194405078676637,0.0934672760344594,-0.0525995983205771,0.163450664803334,0.127373467670144,0.0435776011048273,0.0983397382016435,-0.035960922986643,-0.0472499171647396,0.0401289116480044,0.0546538203135878,1,0.0380625479263052,0.166994283642417,-0.131020830187035,0.102313688791479,-0.0608423562182767,0.14263661601091,0.0132543315177911,0.0497129308673421,0.133990117801303,-0.0226236841435386,0.0830003752296466,0.0711692158089282,0.0924115105456362,0.0600116573165652,0.0577485432221734,-0.0414270226842295,0.0522822665546804,0.117866056706699,0.065105987503516,0.011557866595232,0.0731821656383009,0.0932469928296772,0.0674126977191027,0.119057615312771,0.0640008612547574,-0.0462081819637044,-0.0509609226117967,0.000135371966395569,-0.00477775725216594,-0.0300878163972851,0.0234862462747553,0.00646073507805703,0.0703655402359617,0.208442071986463,0.0467824617847787,0.119476132878208,0.0929297988586875,-0.106214996547237,0.011753839666695
"KPNA2",-0.188133686938426,-0.222342079347823,-0.043488518077468,0.327148810368139,0.0693812527969402,0.00289734306238801,0.0140725731618467,-0.0528157099899129,0.0333293358124876,0.20730184907533,-0.322592707720271,-0.351855761756644,0.139221098005802,0.144111552871463,0.492278325995892,0.525954465661405,0.209845227520908,-0.30408500698941,0.147416552575659,0.104414655770335,0.0381241073223616,-0.101624158130311,0.0265458453502512,-0.353155790940605,-0.251945336996257,0.204744669022787,0.0110191742583058,0.250840593902786,0.0341670967956433,-0.223365245014849,0.113946141976179,-0.233783098448609,0.463611235081805,-0.598448659612372,0.320317028968975,-0.0948198915286194,-0.0770434477916498,0.0019433623593589,-0.51611199364629,0.0868786512093442,0.222313617020007,0.308998414520888,0.0705794869868835,0.13815591556646,0.368018865374574,0.153791336594773,-0.190461060186321,0.627869917394417,-0.326913571510959,0.103570304869811,-0.0830324407139655,-0.100729206745959,0.250625487754698,-0.268017262579354,-0.187750907882678,0.0253914106428889,-0.00955826731135223,-0.211601615669397,0.136589087832462,-0.113462291278966,0.0380625479263052,1,0.300018068820968,0.158309003020154,-0.00431188898333453,-0.246553062182557,0.202789059447725,-0.396717424215581,-0.140806666098678,0.329011523166858,0.118717419387513,0.329401559213767,0.295734474045292,0.264368536247916,-0.118843985013052,0.601192063063221,-0.392060976188181,-0.0322272362989893,0.406503297242313,0.182823346291172,-0.0759850773804307,-0.276373604271335,-0.131870292154871,-0.118272840415311,-0.12018672266165,-0.130100781466783,0.0425197646086335,-0.31927429838657,-0.0176911634263549,-0.129315619896505,0.64905853083676,0.506850852414852,0.192530835755982,0.0226436436589705,0.25967277493855,0.179167539010862,-0.0934254201002836,0.245420066752338,-0.0154502536125722,-0.0857023777796689
"RBM38",-0.165879033639394,-0.0927837855489052,-0.18542671043624,0.387281220539821,-0.00450129124879022,-0.0122829898950828,-0.0851568811311449,-0.00598187019940936,-0.00733360859953648,0.120092901232934,-0.151228632547132,-0.10227519891531,0.17588975117291,0.407524596375013,-0.00611927039207557,0.51846440516357,0.280548731125495,-0.205936783811332,0.0668103403017586,0.169817205358933,-0.0752368551409155,-0.0951734449421118,0.233624732545796,-0.391553937902342,-0.0956722080537995,0.358943027395784,-0.00849250655307652,0.109003129063326,-0.0892745820999335,-0.0197284951712171,0.0901161870451679,0.185953447544244,0.186214327158513,-0.318529028705927,0.429945743908265,0.0474847541304189,0.0448290017548264,0.193013434640171,-0.122156707492842,0.257255461723281,0.368033059605227,0.351229177393287,0.210461463990035,0.0121689377516298,0.114346160894092,0.456802134735908,-0.304668003349446,0.51649963438857,-0.177357561970286,0.347513141601111,-0.0606387152999339,-0.230942382491315,0.506192420255072,0.0925323708485104,-0.119793140220526,0.167417346235453,-0.086600502656404,-0.274875746495173,0.043596623295524,-0.11323691460679,0.166994283642417,0.300018068820968,1,-0.12712299886727,0.0823923175587074,-0.111831546045482,0.312569109633652,-0.303023294220975,-0.0229497789019567,0.343092544624162,-0.0639861694125703,0.188024416959575,0.422322819217932,0.354831635288988,0.000966888494445136,0.156017070664707,-0.235607805836741,0.222820350342357,0.487677400147662,0.304128943536312,-0.180166111896001,0.159696633870091,-0.0630473364879311,-0.0572719919815657,-0.0277536920863983,-0.0105591645236592,0.0104065698160391,-0.15781649041898,-0.057570704667238,-0.0858151562750832,0.0464544065270021,0.154511088886376,0.259522143929951,0.257521753411807,0.539506116758637,0.32560728357814,0.0748355149385726,0.315366068268306,-0.0628963603191807,-0.0923975277963535
"SNAI2",-0.160167546305011,-0.150237221410535,0.107792042276227,-0.0216794400492245,-0.0369230443153043,0.00493745236884076,-0.0210596895670265,-0.0352014294811133,0.0672011563681699,0.151805833872812,-0.132842163097703,-0.0517190484858966,0.0758077576936357,-0.113073125249486,0.194226745876433,-0.100736010388741,-0.0118328789525482,-0.0790892529116912,0.0203608009803418,-0.108843251056476,0.00777694606686704,-0.00151902792268086,-0.171996910528878,-0.102251367448575,-0.0550152155314736,-0.176686232577642,-0.0247187483119965,0.050371819687622,-0.00650422548482428,-0.138895186822479,-0.0992841818886089,-0.287050055807649,0.0178417403480183,-0.181804419308254,-0.036689454290211,-0.17518672831552,-0.146738603933928,-0.192728862558248,-0.229795170225488,-0.124560032966956,-0.0513958480158783,-0.0715591209968702,-0.142690392243833,0.122722800858133,0.145812713903215,-0.14600603522568,0.0822402271132621,0.0141657968591,-0.125523121400016,-0.220262423367125,-0.152155645348941,0.28440467107435,-0.0759255354707529,-0.224337744515966,-0.180102241746344,-0.255724646064353,-0.03853701274678,-0.0624282837929308,-0.0552538769022203,-0.0573124824125258,-0.131020830187035,0.158309003020154,-0.12712299886727,1,-0.0743173555225672,0.00801986663657638,-0.16243187904045,-0.154892745907134,-0.0390370936665654,-0.0766536726044757,0.0798111512888599,0.089966930869693,0.000847836664319061,-0.122768222207196,-0.0373499841539276,0.160406430276761,-0.0268094722919343,-0.081249423776881,-0.0755020733069125,-0.041143423424532,0.198370234298819,-0.260092989247355,-0.126569851247925,-0.0450532733009139,-0.101915912201426,-0.102270143330802,-0.132268992788231,-0.0874405424474696,0.155567335038919,-0.0537423286957744,0.291379976148311,0.181911763115604,0.0479836051749038,-0.184685774089275,-0.121239253070301,0.0486845870381536,-0.201340051141318,0.0727498196534342,0.0877498693565693,-0.0596498591515955
"POLD2",0.297530072740913,0.319324408271987,0.0898557494883269,0.266340779464766,0.0715094091803488,-0.00457640847910453,0.0599027313517432,0.208154688699972,0.10222343475814,0.0357631922784685,0.32479860932906,-0.0036396436660631,0.0338362309368579,0.226003119148718,0.0875974643447147,0.223554107161444,0.276338892170966,0.299224225253616,0.328206628439034,-0.152382753846364,-0.144845043553529,-0.0589518175771294,0.511220265327857,-0.194250335546711,0.172448198282618,0.416783806560856,-0.0488012089838401,0.282658358860818,0.393505821088012,0.163623054626765,0.506988559807695,0.348753607940619,-0.0321446128594776,0.328605845697647,0.197007421008152,0.526263629642344,0.252982051174166,0.47010078734563,0.093473127403858,0.199096351089087,0.342791882300309,0.0446454542656294,0.451794863687252,-0.0199209422755006,0.0687337581910841,0.162229998924554,0.100232136737492,0.0945656478688846,0.380015373223547,0.496732617186832,0.434363675024149,-0.0289205963991885,0.274556059166765,0.502335752917608,0.488576974734912,0.480380823699489,-0.0181675507419578,-0.176185840839518,0.315092387725283,-0.227196140859133,0.102313688791479,-0.00431188898333453,0.0823923175587074,-0.0743173555225672,1,0.121454287886056,0.479359003264826,0.098409121506798,0.39125625690726,0.248616272749426,-0.0156725317148044,0.287937169667135,0.0078447922575103,0.262031193696447,0.418405092063427,-0.0643059110287141,-0.0458739736857062,0.145910828298518,0.154472583881705,0.028669869580042,0.446087385760852,0.529914347757622,0.225355951351031,0.246415215969793,0.30015974601599,0.481311300166278,0.297518470972801,0.121426229868497,0.244912985699516,0.0529562267651738,-0.0649538653850395,0.0584034580089546,0.0892141926416283,0.226630241076299,0.337417622191272,-0.0765407438735164,0.581077757928528,0.134622902324219,-0.00545341791433949,0.306046873650338
