"","UBB","HIST1H1C","UBC","PFN1","CDK4","NFKBIA","HSPA8","HSP90AB1","DAXX","ACTB","GADD45G","BTG2","PCBP1","APEX1","H2AFZ","H2AFX","TRIM28","CIB1","NOP10","SOX4","UBD","CCND1","TCEB2","DDX5","HES1","POLR2I","HIST1H1B","STOML2","PSMB6","SOX9","COPS6","RASSF7","HMGB2","CIRBP","YBX1","C9orf142","CALM3","POLR2L","SRSF6","CETN2","RAD23A","POLR2K","ZNHIT1","GADD45A","POLE3","UBA1","VCP","UBE2C","POLD4","NHP2","SOD1","CDKN1A","PUF60","TREX1","STRA13","GPS1","MDM2","HNRNPU","POLR2G","MVP","CCNO","KPNA2","RBM38","SNAI2","POLD2","TINF2","POLR2J","IDH1","THAP7","PPP4C","UBE2NL","POLR2H","CHRAC1","ASNA1","MRPL40","ZWINT","PER1","NDNL2","CDKN2A","BCL3","HRAS","TADA3","KAT2A","NPM1","RNF113A","POLR2E","YWHAE","NCAPD3","COPS7A","GATAD1","RRM2","PCNA","SUMO3","NONO","OTUB1","YWHAB","RNASEH2C","PTBP1","CCND2","ARPC4"
"POLR2I",0.29678084322301,0.163488357292523,0.0389677474208923,0.573478960102225,0.0829820076475561,-0.00884572553000518,-0.049979321031187,0.0464143484834561,0.12935733804225,0.211399363734579,0.125013662745643,-0.0640726021687199,0.163248183824203,0.411012045653603,0.194846679599769,0.516927402360822,0.295013731163883,0.162432769802759,0.510207354757977,0.0274466197472159,-0.0595298383884323,-0.0862994787343341,0.732814075564407,-0.289044726664525,0.0698365469268522,1,-0.0182174743705125,0.352621642257167,0.40133532144882,0.0724873605798608,0.511326992378848,0.320529134627412,0.111453922351325,0.0314094046536555,0.38623244882843,0.486036823242796,0.26606286027248,0.654823098492637,-0.0239406772244045,0.467906030069764,0.46383522865487,0.472824023260787,0.665894950337319,0.0812987797984175,0.194052488730058,0.310104689823633,-0.197962097428088,0.425249328618748,0.203056959457016,0.697095106643629,0.444720103368334,-0.13473431539645,0.430438224574507,0.383922643819949,0.380761856958535,0.507099421820481,-0.0155498382660951,-0.341327160725404,0.492650309795496,-0.146604594584158,0.115761142912768,0.204744669022787,0.358943027395784,-0.176686232577642,0.416783806560856,0.0756263058651114,0.732027915494384,-0.136793207613257,0.325807972617215,0.568647592024186,0.0954145395487496,0.411651784033553,0.309462071080728,0.49742629539714,0.462177624917356,0.0551169197586265,-0.136106331586512,0.370882085983071,0.462092851130276,0.151745784117412,0.196586781121057,0.415877107316782,0.0401011692555684,0.262159991238252,0.336155675003316,0.33370565526205,0.403573361569105,-0.0753359123616315,0.222748084670257,0.0100549436988753,-0.030425880681807,0.214593712081975,0.30113565159934,0.230591169991987,0.595080290351057,0.192865141567151,0.60083638121388,0.0850976036941893,0.0044293721701881,0.369433336647592
"HIST1H1B",-0.0239768885954073,0.103558170088276,-0.0245232531399761,-0.0455896676760994,-0.00497676385898984,0.0107904579402836,0.106649774973985,-0.053682595831591,-0.101687384505215,-0.02834994458701,-0.0286517204130107,-0.0399974920578899,-0.139551465364353,-0.0183094323405743,0.0601769331620523,0.00466309166462261,-0.0391382755240248,-0.0330627812518757,0.0086596018213359,-0.00494361255100841,-0.00404940264320558,-0.00814222336019413,-0.0126769203933885,-0.0240231365441439,-0.0487470161156437,-0.0182174743705125,1,-0.00825747700850957,-0.043955739926802,-0.0526807961323435,-0.0282345949834836,-0.0228220153630842,-0.00487485940024895,-0.0582190525545503,-0.0132883206754954,-0.0502119862299653,-0.0786668854350522,-0.0336176609476034,-0.0251026575966845,0.00222255233820758,-0.0611723672916199,0.0331866981116087,-0.00569733594865837,0.0165899789995048,-0.0379423491019458,-0.0483458657380453,-0.0333061714126749,0.0259382212713006,-0.0556543232621651,-0.00773043619051176,-0.0320739397343015,-0.0374988081750698,-0.00236839101580321,-0.0498909680114773,-0.0297447076220244,-0.0330024343315085,0.0154723054078163,0.0145285853725149,-0.00271749402815309,0.0183317829138753,-0.0145526795752688,0.0110191742583058,-0.00849250655307652,-0.0247187483119965,-0.0488012089838401,-0.0455565901614888,-0.0226793087883009,-0.0288460057421663,-0.0452751111351235,0.0159569650021697,-0.0424584086440117,-0.0185294579790866,-0.0365710897578788,-0.00806343539762368,-0.0326760538141128,0.0232900062206537,-0.0505359399585404,0.00453015772139894,-0.00130352073187157,-0.0585089803062649,-0.0664390855048899,-0.0573172182256625,-0.0456457533280786,0.00876153696918295,-0.0361304501042734,-0.0888856380595289,-0.073386083896425,-0.0214822837529207,-0.0959500170528214,0.00848327124843546,0.0175500111841242,-0.00055368715650855,-0.019527573006985,-0.0833695402359574,-0.0429810264849323,-0.0467387740946379,-0.0257639275762073,-0.103410856671555,-0.00313961021677905,-0.0330665220949138
"STOML2",0.252505185499028,0.0952835778654705,0.028563292171255,0.37060260032675,0.0689237026271783,0.00137004468767904,0.140269034593598,0.0663261654080518,0.0857229516631354,0.0217753192467405,0.041172590435748,-0.0993191336441286,0.147335943951382,0.280688019109544,0.428895974099553,0.245502188406937,0.136068852344398,0.157138396825517,0.478600796491653,-0.140639975540942,0.0391304636914578,-0.0854410355105658,0.365097870671288,-0.218382607822165,0.0110129224467745,0.352621642257167,-0.00825747700850957,1,0.356109970968537,-0.0959302029056685,0.32320332596299,0.0968616088995803,0.077788702082065,-0.0681106742757902,0.202349540308134,0.224401930434959,0.0493377820418775,0.312875710403298,-0.115690849004175,0.249379505437749,0.231673169419128,0.259285708903203,0.410503489006299,-0.00983798104562002,0.434471108840524,0.0400178675679797,0.432569885486943,0.266145895781957,0.123762962288604,0.40878133794674,0.256627013425918,-0.0381538735724995,0.277623465387397,0.157346377569802,0.292152778313665,0.262094844193813,-0.0429777333882584,-0.326487073115269,0.408537856706209,-0.159033494275232,0.0946833603757976,0.250840593902786,0.109003129063326,0.050371819687622,0.282658358860818,0.221966630308669,0.357592145081512,-0.0234223656882561,0.228934081467741,0.422639583319681,0.323758383830054,0.435794974608801,0.112545026698017,0.34416010303554,0.355023839581216,0.186481153947987,-0.168952604392614,0.220772410466711,0.291452763617895,0.0597867236025257,0.193174549452622,0.157169161806986,-0.0181360844120588,0.299519439488534,0.334112338058699,0.158728190170755,0.254643072893852,-0.0573509399163923,0.222663133697568,-0.0459676103504605,0.216803281294721,0.336142092206099,0.276122367670148,0.0887895659394352,0.300517373446841,0.0280325419312183,0.303625188991922,0.0249386085896671,-0.0817409814527083,0.310759839628674
"PSMB6",0.531709542472127,0.275868579471705,0.292189505294218,0.528871838723649,0.087004786911276,0.0280186873769989,0.0532966612513416,0.137651079528028,0.149326160254517,0.174428495034743,0.309699217036097,0.0196838176905283,0.142431127804813,0.116938831506942,0.337203864369101,0.114250270486825,0.0957505244702315,0.500265357445875,0.528724984752409,-0.122416509804075,0.065282422827104,-0.0456165500695207,0.573455936504344,0.00173158429340859,0.109343063795461,0.40133532144882,-0.043955739926802,0.356109970968537,1,-0.0452403984657739,0.484976036666765,0.305618051842728,-0.0375612353609664,0.284570083904881,0.0461841569470988,0.518815606007872,0.210585841775341,0.487015640895436,0.0134622911690912,0.260095722645234,0.229975376779658,0.140531549017214,0.59717735831486,0.00585227084887152,0.10333992076834,-0.0151374583569003,0.18863133530369,0.0449383484835942,0.517332186063634,0.389593281248906,0.565648623987523,0.136856647740786,0.150683094304484,0.37119596644234,0.559790526657132,0.472345256097499,0.0324954179932428,-0.172166922578464,0.496756607809982,0.0236255293991799,0.0557075961386396,0.0341670967956433,-0.0892745820999335,-0.00650422548482428,0.393505821088012,0.242714490604878,0.446943035621385,0.165946718998679,0.473476562590539,0.378359481575154,0.21115059299456,0.336027396211505,-0.0833633688491208,0.24063610433555,0.558802360344035,0.00711540739002474,0.122774462872502,0.174631451132906,0.00379917703534241,0.0202555498788014,0.516459102848387,0.336406819841545,0.105392009469223,0.287760609020248,0.453958423522506,0.50120139873675,0.490386218214828,0.044614136317448,0.350644895280111,-0.0141112306972947,0.0427023720206085,0.170956691084275,0.0748535557631027,0.0475681742533476,0.235981016872857,-0.0215371597612873,0.529856618811166,-0.077231905454049,-0.0548256300610836,0.580006306503457
"SOX9",0.176672362869018,0.0580194577989364,0.0683745799431998,-0.115844340631279,0.0701495633874705,-0.0594490916090735,0.05141933179355,-0.067647076984349,-0.0421449660952299,-0.00962188890064106,0.211428249376187,0.268057621976307,-0.151718212294485,0.00603359504005745,-0.215596528681189,-0.00303765957057124,-0.0293184478423778,-0.0531232045952865,-0.0622775401465637,-0.080435713313191,-0.109446550673411,-0.0669064350490342,0.0648661683093883,0.0762302108154868,0.210446501956469,0.0724873605798608,-0.0526807961323435,-0.0959302029056685,-0.0452403984657739,1,0.15068068691403,-0.0337877879630264,-0.0899079720058097,0.295128419999787,-0.0176750568142592,0.0878137677569699,0.286209802795078,0.0425289720490148,0.223885588994649,0.0467730911259517,0.0190271386822702,-0.107066291568028,0.0363671642398764,0.184191585857984,-0.0742773534585733,0.042810293946885,0.00741636729042832,-0.172769557216733,-0.00109472484322119,0.0971119005089944,0.124214828134059,0.0793069422800912,0.0145404526470257,0.20164582557402,0.054172014571578,0.0922683131364598,0.0741948576927335,-0.00874121761927962,0.110043822968309,-0.235732738712991,-0.0710100964026857,-0.223365245014849,-0.0197284951712171,-0.138895186822479,0.163623054626765,0.140877984971531,0.083882385278361,0.154383701512701,-0.00265292121551683,-0.154227773974649,-0.0236176669924663,-0.189260723004179,-0.135166376749544,0.11938200606185,0.0529589947125525,-0.331425274906909,0.131644693498738,0.181157644718705,-0.0371690489446326,-0.0226280180481751,0.0431854693243237,0.280882802271819,0.0368860957518278,-0.0410184179361868,-0.0188211201588099,0.0981551773646559,0.315498507687899,0.126179569979686,0.0847921325421944,0.0615645895778093,-0.257189105879014,-0.152688883336737,-0.0733810530481535,0.121501599142141,-0.00492453214079641,-0.0191828644323696,0.210091519948009,-0.116692503973406,0.260700321492361,0.0133311979685933
"COPS6",0.410513171481373,0.210820525061253,0.220860348918452,0.388171045574166,0.132342107809063,0.0199156602391442,0.112149498577836,0.0442049564557777,0.0753998468128737,0.226581369004271,0.196972911886002,-0.0472692263362207,0.0818206023822802,0.232131853966001,0.238031964664743,0.300661359476875,0.105881493074142,0.249384889651422,0.415672223830306,-0.170492534217032,-0.0734927085631308,-0.131747035290203,0.58783356770784,-0.201975433919198,0.0749764458176335,0.511326992378848,-0.0282345949834836,0.32320332596299,0.484976036666765,0.15068068691403,1,0.223086987424977,0.0764648847937248,0.157058689846609,0.237220805082067,0.496654823052353,0.264103691282412,0.530417346278039,-0.0419816588954704,0.379876560958715,0.339212630050107,0.232299954445807,0.741818058768354,0.125934354837798,0.198736867902678,0.189242983585616,-0.0624062660353083,0.212385308860719,0.34227402355281,0.539889647838076,0.475305848732575,-0.0226926868854645,0.291440651500132,0.388781137051868,0.413093924433143,0.472181533373048,0.0274274758791913,-0.318420498277634,0.536316041202394,-0.124566281330737,0.0677575574908621,0.113946141976179,0.0901161870451679,-0.0992841818886089,0.506988559807695,0.20893132093508,0.754136089575096,0.0384702018222653,0.38811059979597,0.420136458665139,0.145289282828129,0.288646340334638,0.0855000688269312,0.43133118198043,0.497889274441814,-0.0202603655863774,-0.0323566000410295,0.275794979153946,0.24018091130933,0.0315988231756181,0.318765886002009,0.426142897885386,0.0973609745424028,0.226129805528162,0.363895080451887,0.379587549075284,0.457057902256974,0.00540388003235634,0.364451098036392,0.115151462896869,0.0160284457220499,0.178242511136837,0.243322960136085,0.16759961222709,0.345107086780371,0.104787041955198,0.574546854532019,-0.0744425736626192,0.0640961158599825,0.457579489685288
"RASSF7",0.1518988464214,0.333116533842268,0.0578815594121853,0.297265484135456,-0.0844665186775937,0.00480187633497632,-0.0810992720588568,0.153662595000459,0.0582924213566871,-0.0238231183502472,0.345178569367706,0.0952403372725821,0.118834802216292,0.166171054610863,-0.15783213584065,0.107760050394869,0.18338454465172,0.481012478475361,0.2519138412336,-0.0137340820370109,-0.0356496094335307,0.0455729005634072,0.499542676867694,0.107369105770942,0.248185524162982,0.320529134627412,-0.0228220153630842,0.0968616088995803,0.305618051842728,-0.0337877879630264,0.223086987424977,1,-0.21280174597735,0.404325740167036,0.0225885613828587,0.568349491872261,0.109246827123529,0.573464533447142,0.34449499768005,0.147935935049311,0.237282955523817,0.100736552473311,0.405215704495238,-0.200497523271064,-0.166870172105679,0.21635916595293,0.0575198188403898,0.0156261657628188,0.539558872327913,0.394546977782583,0.318606318810206,-0.11969378894587,0.181015747661508,0.574041560302297,0.50274655564589,0.467946284712332,-0.0752343503296361,-0.0533726234439471,0.0971887382976084,0.212447718735259,0.221810717843683,-0.233783098448609,0.185953447544244,-0.287050055807649,0.348753607940619,0.0734275254373603,0.329833487473575,0.158617867112468,0.405089374707712,0.264155604856848,-0.14693178234988,0.183215037748131,0.0731190211269253,0.0684067624349991,0.340819052257148,-0.188220398310272,0.119846908890049,0.0557250069509841,0.114871405785864,0.243156484175086,0.343262113667256,0.482192225534243,0.306902775268677,0.231727256411692,0.384877098719937,0.407419787681549,0.00505477539616324,0.107425563251587,0.0439680341284887,0.0265888453467281,-0.324601484972003,-0.219159815967033,0.0457710687285209,0.142498616560104,0.37796798369368,-0.0439791045342459,0.463255449970934,0.144214525762969,-0.216064819371099,0.332159069631888
"HMGB2",-0.146000059662521,-0.167729018129822,-0.0738762603010474,0.107006611244745,0.128929365201751,0.0215074546510619,-0.173898645243424,-0.0975733667615829,0.0616501590929602,0.104179686733966,-0.198014290807528,-0.227983355184882,-0.039426624970909,0.0469517435837091,0.455613944373112,0.343883699338187,0.0948542722586171,-0.277975358479891,-0.0094272105878031,0.136955691930405,0.102024812433677,-0.0466392455223451,-0.00237092584231448,-0.222092399659622,-0.194311319550091,0.111453922351325,-0.00487485940024895,0.077788702082065,-0.0375612353609664,-0.0899079720058097,0.0764648847937248,-0.21280174597735,1,-0.327673996874772,0.152897640033127,0.00849513086358699,-0.0261443841356448,-0.0522679530455205,-0.272361902628849,0.0364397782284005,0.0792889936137565,0.205238278012994,0.0162851114517752,0.123097776490209,0.238837462272866,-0.0256464479378187,-0.24850872462946,0.487705895852872,-0.245791817865454,0.0077012631981589,-0.0415226171066507,-0.119828484690598,0.0797328171812716,-0.200057232639769,-0.133777088022772,-0.0946991189740699,0.0847456633826109,-0.107615695337637,0.121494622604287,-0.114245811217131,-0.0254793763489696,0.463611235081805,0.186214327158513,0.0178417403480183,-0.0321446128594776,-0.248466984366138,0.127933672889113,-0.348834111256879,-0.112735310003044,0.110178835729936,0.0312495924761139,0.180604604745662,0.15161940264273,0.0848597244759439,-0.111288546975056,0.494493265539619,-0.217624825733039,-0.0717388973399087,0.262519337490519,-0.0123417888285192,-0.045677670990165,-0.213125622519263,0.00938251712004077,-0.0578667198281655,-0.0861435972517373,-0.139505445722017,0.052878660261403,-0.227813595497886,-0.144496619721302,-0.0744949961813077,0.452126525240616,0.448006465025083,0.0597102384960871,0.0966278770486821,0.0385559274047315,-0.0361517596699744,-0.0384675995813895,0.0430092727969797,0.0655043615589727,-0.0671304625756965
"CIRBP",0.396525212765783,0.450370262726864,0.124834701584656,-0.17277864085184,-0.031790588621342,-0.0334299332715716,0.00852416272791236,0.145363922067414,-0.0152105914616875,-0.215356755596704,0.600163785099665,0.376727859130295,-0.191456519479193,-0.110908183674749,-0.296237389176123,-0.304783860921316,-0.056249081266128,0.527537784220222,0.0700278549835631,-0.218093760267736,-0.103392453707454,0.0476143443981337,0.240489397854079,0.453662465523052,0.409089175023007,0.0314094046536555,-0.0582190525545503,-0.0681106742757902,0.284570083904881,0.295128419999787,0.157058689846609,0.404325740167036,-0.327673996874772,1,-0.296709315347286,0.486070600669016,0.281683008410817,0.266920887387692,0.597414248239309,-0.0688691045323164,-0.0346115516858199,-0.25326353044781,0.137985333069415,-0.159860612619788,-0.295167932611255,-0.122212796635261,0.33562298352042,-0.477097459234549,0.59858539029303,0.108112525019891,0.391598980427322,0.058748116564642,-0.154848409309944,0.585030683585975,0.556204616200014,0.36919176059798,-0.000517463011594701,0.129975700530264,0.0999358787696067,-0.0697860446328226,2.49511056938076e-05,-0.598448659612372,-0.318529028705927,-0.181804419308254,0.328605845697647,0.291421730190983,0.0421317819777245,0.432624158428108,0.452432279664671,-0.20357122265602,-0.0881393214472013,-0.105838018627206,-0.372938244954052,-0.121356745205115,0.378399815080791,-0.515006901445799,0.410707709478702,0.063345679582827,-0.322861993166788,-0.151347912221657,0.473621232993495,0.551802909062584,0.346087009290536,0.19365200484861,0.301306910922533,0.531420699126245,0.173337262765452,0.359258537387593,0.126916018030728,0.101378472087546,-0.515895081142811,-0.422699186278937,-0.234784836610335,0.0900828052669893,-0.0935332030985998,-0.286167111051821,0.506307786313737,-0.143139237373659,-0.00668896122220281,0.306263004714593
"YBX1",-0.0506065193827202,-0.0896897855477277,-0.0785861788988025,0.432356260603306,0.0915352683347272,-0.027980028505654,0.0146929698302924,-0.00193114891121993,0.083858342144157,0.195354253184569,-0.143813824302721,-0.154112105719545,0.174324519569164,0.379217951663557,0.110200888112316,0.394356998913458,0.264050254578892,-0.17616861398121,0.221580347754781,0.0916199019198286,-0.0537159947445972,-0.111884988127646,0.281518288574254,-0.407032701707084,-0.113714665346514,0.38623244882843,-0.0132883206754954,0.202349540308134,0.0461841569470988,-0.0176750568142592,0.237220805082067,0.0225885613828587,0.152897640033127,-0.296709315347286,1,0.0637092136341189,0.0985529443058964,0.27704280632663,-0.211569129695237,0.205783147723614,0.339485560375067,0.343531428267003,0.310717048378328,0.117456787750165,0.202233690848801,0.424930003206712,-0.276056440606869,0.405426353934061,-0.151892412234623,0.391024019688026,0.062629920706892,-0.151089084827996,0.400851386715581,0.0372165573406037,-0.0107093072834133,0.227395766555108,-0.00897910471862433,-0.274860973306684,0.194484951638298,-0.155466727389385,0.0223276577315374,0.320317028968975,0.429945743908265,-0.036689454290211,0.197007421008152,-0.0544585477599201,0.424945960438886,-0.267464324441663,0.0291579601869878,0.365679793868426,0.0540265762611603,0.197652264678909,0.395687175836305,0.402341844044095,0.100630989098,0.133642958059891,-0.229383251499075,0.228698821680892,0.430702527346444,0.150194401504809,-0.0985509108006952,0.130175478092978,-0.131445024025421,0.0826604852975337,0.0539229222093558,-0.00433897333546017,0.200710686012202,-0.161153121611756,0.0634937449692437,-0.0631254635421785,0.102679363248366,0.203622184725227,0.331328685810785,0.181882617342995,0.452853159504913,0.224005685732485,0.128778110621871,0.182385280183927,0.0527963470571399,0.0370416649699149
"C9orf142",0.364363165828053,0.364267389010236,0.193345202773896,0.340326979875229,0.0510031752155101,0.00707716804484388,-0.139273836541881,0.0957777160303469,0.120739524206133,0.0909207994024375,0.469330980161676,0.0614381609718187,0.0510124602060402,0.126822320540049,0.0717504049093151,0.252349596649332,0.190977813579188,0.494696625558164,0.434473590434338,-0.100774831187191,-0.0250210854883253,0.00905932623602657,0.687548910930706,0.0338217516151244,0.233268985264037,0.486036823242796,-0.0502119862299653,0.224401930434959,0.518815606007872,0.0878137677569699,0.496654823052353,0.568349491872261,0.00849513086358699,0.486070600669016,0.0637092136341189,1,0.228898571143661,0.597672409727053,0.222882230680642,0.215029656016488,0.339511736848934,0.158158307414285,0.604689378309031,-0.0220391159648297,0.0394371009136781,0.106249820038517,0.042827566203815,0.0560440114528716,0.586279920947396,0.501186937391018,0.506724585532664,-0.01911480058884,0.251841018085496,0.640046138421011,0.648751715802649,0.582649472297246,-0.0053140600273542,-0.200557328954008,0.400674203383867,-0.00475838373453401,0.112459431301734,-0.0948198915286194,0.0474847541304189,-0.17518672831552,0.526263629642344,0.117692128007765,0.569479942242319,0.0721296299235534,0.585467223623598,0.35104056285223,-0.0591338822721917,0.346174871193105,0.0418416726167762,0.195125318301912,0.538617389273357,-0.0887760403777435,0.118232338522805,0.217144360262653,0.0969089629977978,0.165581239149224,0.591055998756844,0.559356851888107,0.385487088044073,0.214090136290382,0.459981329723305,0.575251688210293,0.286671067570565,0.0699793986435711,0.21733766905967,0.0511166578171336,-0.144838696767213,0.0203454928408868,0.0488756900519148,0.144883290808004,0.382933267563874,-0.119702521676881,0.707531784503542,0.0619315726712489,-0.046610070501817,0.538660399551121
"CALM3",0.415661914814356,0.160251306418966,0.128824056183219,0.169209723432301,0.132612380341366,-0.0758701772968595,0.180466983178568,0.00542588117872888,0.061039290562246,0.15892811952282,0.182632015865205,0.107529548950894,-0.0985580326229067,0.0878297049491998,-0.0572349094392008,0.190108345379963,0.331369068701832,0.126381707248677,0.144028063839026,-0.0982475622290783,-0.0470893500264809,-0.0760260154517965,0.274232698820818,-0.0504475588310294,0.0691352161719312,0.26606286027248,-0.0786668854350522,0.0493377820418775,0.210585841775341,0.286209802795078,0.264103691282412,0.109246827123529,-0.0261443841356448,0.281683008410817,0.0985529443058964,0.228898571143661,1,0.294072422975773,0.046973359027959,0.135684459727443,0.0760822181166558,0.0430264928472293,0.218991415952795,0.0863340017684435,-0.0275601702378626,0.166390710544974,0.0434810745383259,0.0472071491071653,0.202391472174074,0.258786345525039,0.290082525480743,0.0406477568782702,0.129141774622906,0.292807375346651,0.194057128332047,0.280444786809352,0.0552957160451277,-0.203385685462782,0.265019068265027,-0.132105339459367,-0.0121440782806969,-0.0770434477916498,0.0448290017548264,-0.146738603933928,0.252982051174166,0.204863430289887,0.236422260457428,0.129913371313076,0.172849297014289,0.0607758520605397,0.0477583692426563,-0.0857718878784044,-0.102115647738288,0.237678906609801,0.170912903816175,-0.19675576795562,0.137745719742915,0.176647089940635,0.106816784651782,0.00460731602332188,0.163452377488133,0.395501677633055,-0.0426886175000144,-0.0108532558411828,0.124167424219356,0.342640027065023,0.378403603961171,0.115461856644428,0.174158661893402,-0.0260463818079275,-0.173392855727695,-0.0716707226423246,0.128704200717955,0.110940845638191,0.192078313684375,0.168862550369561,0.386517216104007,-0.0666156380826021,0.0956725601857563,0.27806882583474
"POLR2L",0.455786201224281,0.311684925068635,0.143478107543765,0.544670723760574,0.0441963849863239,0.0178530214285985,0.104772716037794,0.090429804632117,0.110853339831694,0.227031058395445,0.273859308698285,0.0279500491596022,0.149261318720178,0.32520156433527,0.138061309001064,0.34602912624815,0.166440403649685,0.417478041864064,0.616675061817058,-0.0868042698071958,-0.0504513042551267,-0.0239365098580804,0.773544509319947,-0.0606062635342489,0.148420241158601,0.654823098492637,-0.0336176609476034,0.312875710403298,0.487015640895436,0.0425289720490148,0.530417346278039,0.573464533447142,-0.0522679530455205,0.266920887387692,0.27704280632663,0.597672409727053,0.294072422975773,1,0.124714257946429,0.460024821037346,0.382255318760715,0.425047018749187,0.69727999632437,0.0373319078323835,0.0991637168071575,0.255497765698207,-0.0494284139484442,0.198106096382296,0.481164366281341,0.704575374355223,0.562256470823693,-0.0148691560114255,0.351731064410486,0.544746521956841,0.540196952282629,0.564315478313499,-0.0186720206365163,-0.287396492946506,0.521844944291359,0.0525779524620741,0.219776722834475,0.0019433623593589,0.193013434640171,-0.192728862558248,0.47010078734563,0.258735420663357,0.675056059179182,0.0662763137194122,0.420964779890967,0.495152956584714,0.0944579624231892,0.299607084000352,0.183807279987851,0.445681547300816,0.536477676517765,-0.113676747623923,0.0451316939944389,0.337214696581737,0.307221321526255,0.167577478764712,0.373560237973896,0.548765599838513,0.0403367563071108,0.337189932043292,0.468785766488397,0.465098352827928,0.371053209027986,0.0282336707938588,0.247768317241174,0.0256596591123186,-0.180899481308681,0.0209342951540556,0.315982594428088,0.160433766135359,0.558222836674534,0.138639787287153,0.68130721583886,0.00781013573369567,-0.0988167840556823,0.578694095591148
"SRSF6",0.143481076166757,0.270852104858259,-0.154562678555736,-0.183217698650726,-0.0632619051487291,-0.0708105119214876,-0.00617699607274359,0.090845054034208,-0.127025973128048,-0.3550308818398,0.389237470313666,0.312740664628293,-0.12941060819221,0.0183862006795117,-0.308416280902257,-0.224956973724849,-0.0678429868465538,0.250750910908153,-0.029617932790444,-0.0916425653142324,-0.0715517734246955,0.0288851469584059,0.0910867694950438,0.442479608985863,0.27838036812042,-0.0239406772244045,-0.0251026575966845,-0.115690849004175,0.0134622911690912,0.223885588994649,-0.0419816588954704,0.34449499768005,-0.272361902628849,0.597414248239309,-0.211569129695237,0.222882230680642,0.046973359027959,0.124714257946429,1,-0.106781263291249,-0.104569566279115,-0.0833387439082465,0.0456090766279395,-0.270868376712145,-0.248711921576046,-0.0694187205908251,0.124382479573295,-0.236620627904589,0.273365524278173,0.0769654355453997,0.143069502302924,-0.0898594831865987,-0.117222605574344,0.34412734130626,0.313199018740645,0.145199636476808,-0.0306999834735811,0.169832401183969,-0.0359373180006855,-0.13246983544535,0.0460763461976816,-0.51611199364629,-0.122156707492842,-0.229795170225488,0.093473127403858,0.138276874896372,-0.0342313270070052,0.360536415735228,0.187814520660446,-0.176258963084878,-0.00649035119213823,-0.0854430704972347,-0.172270242628749,-0.116102585375757,0.164137080295244,-0.377518550355095,0.196095563819687,0.0614150418685999,-0.174799582439374,-0.0813921959047771,0.114641544838371,0.317042081331211,0.341802199002758,0.18202742698863,0.109951160743845,0.102865689339395,0.0443748226303692,0.315971035016579,-0.0532196499823795,0.106146345374565,-0.452912768580285,-0.332513868139479,-0.17684848919299,0.078770215957867,-0.0387317091722128,-0.0550616675190672,0.237021083892284,-0.162453838562154,-0.0825060355770566,0.0526987513392294
"CETN2",0.330231734537773,0.055516570371933,0.122818410830958,0.381800560394297,0.0456524300587045,0.158560719344731,0.0546503116839702,-0.0611300577983628,0.047358324103693,0.269776768742174,-0.025212631974564,-0.0475193464695929,0.0499560781985921,0.237970344877872,0.16880780596983,0.309247479501361,-0.0160261947670461,0.152026422238985,0.363744927148526,-0.0344726765284199,-0.028403680396982,-0.0861511900607487,0.474265647942326,-0.139885068271666,-0.0069024392315001,0.467906030069764,0.00222255233820758,0.249379505437749,0.260095722645234,0.0467730911259517,0.379876560958715,0.147935935049311,0.0364397782284005,-0.0688691045323164,0.205783147723614,0.215029656016488,0.135684459727443,0.460024821037346,-0.106781263291249,1,0.214736654194972,0.383825201311593,0.472006267749326,0.177457753893483,0.258487392680085,0.1645179205429,-0.190887371019659,0.181275892207035,0.0984332819346261,0.472568305222307,0.358291750219118,0.0111489369992531,0.306078858162528,0.17364447534716,0.155676952918447,0.241148991691444,-0.00481295497526467,-0.29783381301365,0.468849291377048,0.0283642138564776,0.275283609141649,0.0868786512093442,0.257255461723281,-0.124560032966956,0.199096351089087,0.166183846630387,0.464665115930222,-0.120256537807363,0.165351194685945,0.41141435528778,0.170920650571283,0.199529770258484,0.175366391647533,0.407652225371357,0.340680198745446,-0.0603846978284778,-0.0538129120635377,0.357696784150739,0.231864026394875,0.0908292645371109,0.0149700316538086,0.233747904621961,-0.0916645790687556,0.147367286960409,0.341627075739733,0.13602314273447,0.368054238123743,-0.12007131347555,0.233934655286554,0.131911513110696,-0.0585056211054545,0.142818439384117,0.324056571178039,0.124194311094914,0.383134502788516,0.201194807875164,0.349505518481136,-0.132180776551942,-0.00248988059130401,0.34030420635364
